i_id,商品名称,缺失字段,缺失原因,建议补充问题,优先级
YH126K01,一号抱抱熊睡袋,price,API数据中该字段为空,请补充成本价或售价,M
YH126K01,一号抱抱熊睡袋,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH126K01,一号抱抱熊睡袋,material,API数据中该字段为空,请补充商品材质信息,L
YH126K01,一号抱抱熊睡袋,weight,API数据中该字段为空,请补充商品重量,L
YH126K02,一号一鹿相伴睡袋,price,API数据中该字段为空,请补充成本价或售价,M
YH126K02,一号一鹿相伴睡袋,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH126K02,一号一鹿相伴睡袋,material,API数据中该字段为空,请补充商品材质信息,L
YH126K02,一号一鹿相伴睡袋,weight,API数据中该字段为空,请补充商品重量,L
YH126K03,一号丛林小熊睡袋,price,API数据中该字段为空,请补充成本价或售价,M
YH126K03,一号丛林小熊睡袋,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH126K03,一号丛林小熊睡袋,material,API数据中该字段为空,请补充商品材质信息,L
YH126K03,一号丛林小熊睡袋,weight,API数据中该字段为空,请补充商品重量,L
YH126K04,一号森林密语睡袋,price,API数据中该字段为空,请补充成本价或售价,M
YH126K04,一号森林密语睡袋,material,API数据中该字段为空,请补充商品材质信息,L
YH126K04,一号森林密语睡袋,weight,API数据中该字段为空,请补充商品重量,L
YH126K05,二号小兔睡袋,price,API数据中该字段为空,请补充成本价或售价,M
YH126K05,二号小兔睡袋,material,API数据中该字段为空,请补充商品材质信息,L
YH126K05,二号小兔睡袋,weight,API数据中该字段为空,请补充商品重量,L
YH127K01,一号防滑袜,material,API数据中该字段为空,请补充商品材质信息,L
YH127K01,一号防滑袜,weight,API数据中该字段为空,请补充商品重量,L
YH128K01,一号身高贴,material,API数据中该字段为空,请补充商品材质信息,L
YH128K01,一号身高贴,weight,API数据中该字段为空,请补充商品重量,L
YH12K01,1号胡萝卜早教机,material,API数据中该字段为空,请补充商品材质信息,L
YH12K01,1号胡萝卜早教机,weight,API数据中该字段为空,请补充商品重量,L
YH12K02,多功能音乐方向盘,material,API数据中该字段为空,请补充商品材质信息,L
YH12K02B01S02,多功能音乐方向盘,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH12K02B01S02,多功能音乐方向盘,price,API数据中该字段为空,请补充成本价或售价,M
YH12K02B01S02,多功能音乐方向盘,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K02B01S02,多功能音乐方向盘,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH12K02B01S02,多功能音乐方向盘,material,API数据中该字段为空,请补充商品材质信息,L
YH12K02B01S02,多功能音乐方向盘,weight,API数据中该字段为空,请补充商品重量,L
YH12K02B01S02,多功能音乐方向盘,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K02B01S04,花洒,category,API数据中该字段为空,请确认商品类目,M
YH12K02B01S04,花洒,main_image,API数据中该字段为空,请上传商品主图,M
YH12K02B01S04,花洒,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH12K02B01S04,花洒,price,API数据中该字段为空,请补充成本价或售价,M
YH12K02B01S04,花洒,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K02B01S04,花洒,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH12K02B01S04,花洒,material,API数据中该字段为空,请补充商品材质信息,L
YH12K02B01S04,花洒,weight,API数据中该字段为空,请补充商品重量,L
YH12K02B01S04,花洒,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K04,4号菠萝早教机,material,API数据中该字段为空,请补充商品材质信息,L
YH12K10,小熊故事机,material,API数据中该字段为空,请补充商品材质信息,L
YH12K10B01S02,小熊故事机,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH12K10B01S02,小熊故事机,price,API数据中该字段为空,请补充成本价或售价,M
YH12K10B01S02,小熊故事机,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K10B01S02,小熊故事机,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH12K10B01S02,小熊故事机,material,API数据中该字段为空,请补充商品材质信息,L
YH12K10B01S02,小熊故事机,weight,API数据中该字段为空,请补充商品重量,L
YH12K10B01S02,小熊故事机,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K14,兔子故事机,material,API数据中该字段为空,请补充商品材质信息,L
YH12K14B01S03,兔子故事机,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH12K14B01S03,兔子故事机,price,API数据中该字段为空,请补充成本价或售价,M
YH12K14B01S03,兔子故事机,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K14B01S03,兔子故事机,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH12K14B01S03,兔子故事机,material,API数据中该字段为空,请补充商品材质信息,L
YH12K14B01S03,兔子故事机,weight,API数据中该字段为空,请补充商品重量,L
YH12K14B01S03,兔子故事机,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K14B01S12,麋鹿故事机,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH12K14B01S12,麋鹿故事机,price,API数据中该字段为空,请补充成本价或售价,M
YH12K14B01S12,麋鹿故事机,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K14B01S12,麋鹿故事机,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH12K14B01S12,麋鹿故事机,material,API数据中该字段为空,请补充商品材质信息,L
YH12K14B01S12,麋鹿故事机,weight,API数据中该字段为空,请补充商品重量,L
YH12K14B01S12,麋鹿故事机,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K14B03S03,兔子故事机,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH12K14B03S03,兔子故事机,price,API数据中该字段为空,请补充成本价或售价,M
YH12K14B03S03,兔子故事机,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K14B03S03,兔子故事机,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH12K14B03S03,兔子故事机,material,API数据中该字段为空,请补充商品材质信息,L
YH12K14B03S03,兔子故事机,weight,API数据中该字段为空,请补充商品重量,L
YH12K14B03S03,兔子故事机,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K14B03S12,麋鹿故事机,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH12K14B03S12,麋鹿故事机,price,API数据中该字段为空,请补充成本价或售价,M
YH12K14B03S12,麋鹿故事机,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K14B03S12,麋鹿故事机,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH12K14B03S12,麋鹿故事机,material,API数据中该字段为空,请补充商品材质信息,L
YH12K14B03S12,麋鹿故事机,weight,API数据中该字段为空,请补充商品重量,L
YH12K14B03S12,麋鹿故事机,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K15,2号小米鼠早教机,material,API数据中该字段为空,请补充商品材质信息,L
YH12K17,海洋球池,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K17,海洋球池,material,API数据中该字段为空,请补充商品材质信息,L
YH12K17,海洋球池,weight,API数据中该字段为空,请补充商品重量,L
YH12K17,海洋球池,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K17B01S02,海洋球池,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH12K17B01S02,海洋球池,price,API数据中该字段为空,请补充成本价或售价,M
YH12K17B01S02,海洋球池,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K17B01S02,海洋球池,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH12K17B01S02,海洋球池,material,API数据中该字段为空,请补充商品材质信息,L
YH12K17B01S02,海洋球池,weight,API数据中该字段为空,请补充商品重量,L
YH12K17B01S02,海洋球池,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K19,海洋球,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K19,海洋球,material,API数据中该字段为空,请补充商品材质信息,L
YH12K19,海洋球,weight,API数据中该字段为空,请补充商品重量,L
YH12K19,海洋球,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K19B01S14,海洋球,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH12K19B01S14,海洋球,price,API数据中该字段为空,请补充成本价或售价,M
YH12K19B01S14,海洋球,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K19B01S14,海洋球,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH12K19B01S14,海洋球,material,API数据中该字段为空,请补充商品材质信息,L
YH12K19B01S14,海洋球,weight,API数据中该字段为空,请补充商品重量,L
YH12K19B01S14,海洋球,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K19B02S04,7cm樱花粉200个,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K19B02S04,7cm樱花粉200个,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH12K19B02S04,7cm樱花粉200个,material,API数据中该字段为空,请补充商品材质信息,L
YH12K19B02S04,7cm樱花粉200个,weight,API数据中该字段为空,请补充商品重量,L
YH12K19B02S04,7cm樱花粉200个,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K19B02S06,7cm米优白200个,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K19B02S06,7cm米优白200个,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH12K19B02S06,7cm米优白200个,material,API数据中该字段为空,请补充商品材质信息,L
YH12K19B02S06,7cm米优白200个,weight,API数据中该字段为空,请补充商品重量,L
YH12K19B02S06,7cm米优白200个,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K19B02S13,7cm生石灰200个,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K19B02S13,7cm生石灰200个,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH12K19B02S13,7cm生石灰200个,material,API数据中该字段为空,请补充商品材质信息,L
YH12K19B02S13,7cm生石灰200个,weight,API数据中该字段为空,请补充商品重量,L
YH12K19B02S13,7cm生石灰200个,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K19B03S14,7cm加厚单色1000个[备注颜色],stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K19B03S14,7cm加厚单色1000个[备注颜色],properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH12K19B03S14,7cm加厚单色1000个[备注颜色],material,API数据中该字段为空,请补充商品材质信息,L
YH12K19B03S14,7cm加厚单色1000个[备注颜色],weight,API数据中该字段为空,请补充商品重量,L
YH12K19B03S14,7cm加厚单色1000个[备注颜色],color,API数据中该字段为空,请补充商品颜色信息,L
YH12K19B03S15,7cm粉灰200个,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K19B03S15,7cm粉灰200个,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH12K19B03S15,7cm粉灰200个,material,API数据中该字段为空,请补充商品材质信息,L
YH12K19B03S15,7cm粉灰200个,weight,API数据中该字段为空,请补充商品重量,L
YH12K19B03S15,7cm粉灰200个,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K19B03S16,7cm绿灰200个,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K19B03S16,7cm绿灰200个,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH12K19B03S16,7cm绿灰200个,material,API数据中该字段为空,请补充商品材质信息,L
YH12K19B03S16,7cm绿灰200个,weight,API数据中该字段为空,请补充商品重量,L
YH12K19B03S16,7cm绿灰200个,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K20,铃铛,main_image,API数据中该字段为空,请上传商品主图,M
YH12K20,铃铛,price,API数据中该字段为空,请补充成本价或售价,M
YH12K20,铃铛,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K20,铃铛,material,API数据中该字段为空,请补充商品材质信息,L
YH12K20,铃铛,weight,API数据中该字段为空,请补充商品重量,L
YH12K20,铃铛,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K20B01S03,铃铛,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH12K20B01S03,铃铛,price,API数据中该字段为空,请补充成本价或售价,M
YH12K20B01S03,铃铛,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K20B01S03,铃铛,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH12K20B01S03,铃铛,material,API数据中该字段为空,请补充商品材质信息,L
YH12K20B01S03,铃铛,weight,API数据中该字段为空,请补充商品重量,L
YH12K20B01S03,铃铛,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K21,1号钢琴家音乐琴,price,API数据中该字段为空,请补充成本价或售价,M
YH12K21,1号钢琴家音乐琴,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K21,1号钢琴家音乐琴,material,API数据中该字段为空,请补充商品材质信息,L
YH12K21,1号钢琴家音乐琴,weight,API数据中该字段为空,请补充商品重量,L
YH12K22B01S02,猫头鹰不倒翁,price,API数据中该字段为空,请补充成本价或售价,M
YH12K22B01S02,猫头鹰不倒翁,material,API数据中该字段为空,请补充商品材质信息,L
YH12K22B01S02,猫头鹰不倒翁,weight,API数据中该字段为空,请补充商品重量,L
YH12K22B01S02,猫头鹰不倒翁,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K23B01S04,花洒,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH12K23B01S04,花洒,price,API数据中该字段为空,请补充成本价或售价,M
YH12K23B01S04,花洒,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K23B01S04,花洒,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH12K23B01S04,花洒,material,API数据中该字段为空,请补充商品材质信息,L
YH12K23B01S04,花洒,weight,API数据中该字段为空,请补充商品重量,L
YH12K23B01S04,花洒,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K23B02S03,小乌龟+花洒,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH12K23B02S03,小乌龟+花洒,price,API数据中该字段为空,请补充成本价或售价,M
YH12K23B02S03,小乌龟+花洒,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K23B02S03,小乌龟+花洒,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH12K23B02S03,小乌龟+花洒,material,API数据中该字段为空,请补充商品材质信息,L
YH12K23B02S03,小乌龟+花洒,weight,API数据中该字段为空,请补充商品重量,L
YH12K23B02S03,小乌龟+花洒,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K23B02S04,小乌龟+花洒,category,API数据中该字段为空,请确认商品类目,M
YH12K23B02S04,小乌龟+花洒,main_image,API数据中该字段为空,请上传商品主图,M
YH12K23B02S04,小乌龟+花洒,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH12K23B02S04,小乌龟+花洒,price,API数据中该字段为空,请补充成本价或售价,M
YH12K23B02S04,小乌龟+花洒,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K23B02S04,小乌龟+花洒,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH12K23B02S04,小乌龟+花洒,material,API数据中该字段为空,请补充商品材质信息,L
YH12K23B02S04,小乌龟+花洒,weight,API数据中该字段为空,请补充商品重量,L
YH12K23B02S04,小乌龟+花洒,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K25B01S02,防撞角,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH12K25B01S02,防撞角,price,API数据中该字段为空,请补充成本价或售价,M
YH12K25B01S02,防撞角,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K25B01S02,防撞角,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH12K25B01S02,防撞角,material,API数据中该字段为空,请补充商品材质信息,L
YH12K25B01S02,防撞角,weight,API数据中该字段为空,请补充商品重量,L
YH12K25B01S02,防撞角,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K25B01S03,L型防撞角,category,API数据中该字段为空,请确认商品类目,M
YH12K25B01S03,L型防撞角,main_image,API数据中该字段为空,请上传商品主图,M
YH12K25B01S03,L型防撞角,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH12K25B01S03,L型防撞角,price,API数据中该字段为空,请补充成本价或售价,M
YH12K25B01S03,L型防撞角,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K25B01S03,L型防撞角,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH12K25B01S03,L型防撞角,material,API数据中该字段为空,请补充商品材质信息,L
YH12K25B01S03,L型防撞角,weight,API数据中该字段为空,请补充商品重量,L
YH12K25B01S03,L型防撞角,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K25B01S25,L型防撞角,category,API数据中该字段为空,请确认商品类目,M
YH12K25B01S25,L型防撞角,main_image,API数据中该字段为空,请上传商品主图,M
YH12K25B01S25,L型防撞角,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH12K25B01S25,L型防撞角,price,API数据中该字段为空,请补充成本价或售价,M
YH12K25B01S25,L型防撞角,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K25B01S25,L型防撞角,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH12K25B01S25,L型防撞角,material,API数据中该字段为空,请补充商品材质信息,L
YH12K25B01S25,L型防撞角,weight,API数据中该字段为空,请补充商品重量,L
YH12K25B01S25,L型防撞角,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K25B01S26,L型防撞角,main_image,API数据中该字段为空,请上传商品主图,M
YH12K25B01S26,L型防撞角,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH12K25B01S26,L型防撞角,price,API数据中该字段为空,请补充成本价或售价,M
YH12K25B01S26,L型防撞角,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K25B01S26,L型防撞角,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH12K25B01S26,L型防撞角,material,API数据中该字段为空,请补充商品材质信息,L
YH12K25B01S26,L型防撞角,weight,API数据中该字段为空,请补充商品重量,L
YH12K25B01S26,L型防撞角,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K25B01S27,L型防撞角,category,API数据中该字段为空,请确认商品类目,M
YH12K25B01S27,L型防撞角,main_image,API数据中该字段为空,请上传商品主图,M
YH12K25B01S27,L型防撞角,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH12K25B01S27,L型防撞角,price,API数据中该字段为空,请补充成本价或售价,M
YH12K25B01S27,L型防撞角,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K25B01S27,L型防撞角,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH12K25B01S27,L型防撞角,material,API数据中该字段为空,请补充商品材质信息,L
YH12K25B01S27,L型防撞角,weight,API数据中该字段为空,请补充商品重量,L
YH12K25B01S27,L型防撞角,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K25B02S02,L型防撞条,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH12K25B02S02,L型防撞条,price,API数据中该字段为空,请补充成本价或售价,M
YH12K25B02S02,L型防撞条,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K25B02S02,L型防撞条,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH12K25B02S02,L型防撞条,material,API数据中该字段为空,请补充商品材质信息,L
YH12K25B02S02,L型防撞条,weight,API数据中该字段为空,请补充商品重量,L
YH12K25B02S02,L型防撞条,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K25B02S03,L型防撞条,main_image,API数据中该字段为空,请上传商品主图,M
YH12K25B02S03,L型防撞条,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH12K25B02S03,L型防撞条,price,API数据中该字段为空,请补充成本价或售价,M
YH12K25B02S03,L型防撞条,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K25B02S03,L型防撞条,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH12K25B02S03,L型防撞条,material,API数据中该字段为空,请补充商品材质信息,L
YH12K25B02S03,L型防撞条,weight,API数据中该字段为空,请补充商品重量,L
YH12K25B02S03,L型防撞条,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K25B02S25,L型防撞条,main_image,API数据中该字段为空,请上传商品主图,M
YH12K25B02S25,L型防撞条,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH12K25B02S25,L型防撞条,price,API数据中该字段为空,请补充成本价或售价,M
YH12K25B02S25,L型防撞条,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K25B02S25,L型防撞条,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH12K25B02S25,L型防撞条,material,API数据中该字段为空,请补充商品材质信息,L
YH12K25B02S25,L型防撞条,weight,API数据中该字段为空,请补充商品重量,L
YH12K25B02S25,L型防撞条,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K25B02S26,L型防撞条,main_image,API数据中该字段为空,请上传商品主图,M
YH12K25B02S26,L型防撞条,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH12K25B02S26,L型防撞条,price,API数据中该字段为空,请补充成本价或售价,M
YH12K25B02S26,L型防撞条,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K25B02S26,L型防撞条,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH12K25B02S26,L型防撞条,material,API数据中该字段为空,请补充商品材质信息,L
YH12K25B02S26,L型防撞条,weight,API数据中该字段为空,请补充商品重量,L
YH12K25B02S26,L型防撞条,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K25B02S27,L型防撞条,main_image,API数据中该字段为空,请上传商品主图,M
YH12K25B02S27,L型防撞条,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH12K25B02S27,L型防撞条,price,API数据中该字段为空,请补充成本价或售价,M
YH12K25B02S27,L型防撞条,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K25B02S27,L型防撞条,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH12K25B02S27,L型防撞条,material,API数据中该字段为空,请补充商品材质信息,L
YH12K25B02S27,L型防撞条,weight,API数据中该字段为空,请补充商品重量,L
YH12K25B02S27,L型防撞条,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K26B01S11,坐垫一,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K26B01S11,坐垫一,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH12K26B01S11,坐垫一,material,API数据中该字段为空,请补充商品材质信息,L
YH12K26B01S11,坐垫一,weight,API数据中该字段为空,请补充商品重量,L
YH12K26B01S11,坐垫一,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K26B02S11,坐垫二,price,API数据中该字段为空,请补充成本价或售价,M
YH12K26B02S11,坐垫二,material,API数据中该字段为空,请补充商品材质信息,L
YH12K26B02S11,坐垫二,weight,API数据中该字段为空,请补充商品重量,L
YH12K26B02S11,坐垫二,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K27,小章鱼,main_image,API数据中该字段为空,请上传商品主图,M
YH12K27,小章鱼,price,API数据中该字段为空,请补充成本价或售价,M
YH12K27,小章鱼,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K27,小章鱼,material,API数据中该字段为空,请补充商品材质信息,L
YH12K27,小章鱼,weight,API数据中该字段为空,请补充商品重量,L
YH12K27,小章鱼,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K27B01S04,小章鱼,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH12K27B01S04,小章鱼,price,API数据中该字段为空,请补充成本价或售价,M
YH12K27B01S04,小章鱼,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K27B01S04,小章鱼,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH12K27B01S04,小章鱼,material,API数据中该字段为空,请补充商品材质信息,L
YH12K27B01S04,小章鱼,weight,API数据中该字段为空,请补充商品重量,L
YH12K27B01S04,小章鱼,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K3,三号小玩具,price,API数据中该字段为空,请补充成本价或售价,M
YH12K3,三号小玩具,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K3,三号小玩具,material,API数据中该字段为空,请补充商品材质信息,L
YH12K3,三号小玩具,weight,API数据中该字段为空,请补充商品重量,L
YH12K3,三号小玩具,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K30,雪花片,price,API数据中该字段为空,请补充成本价或售价,M
YH12K30,雪花片,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K30,雪花片,material,API数据中该字段为空,请补充商品材质信息,L
YH12K30,雪花片,weight,API数据中该字段为空,请补充商品重量,L
YH12K30,雪花片,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K30B01S03,雪花片,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH12K30B01S03,雪花片,price,API数据中该字段为空,请补充成本价或售价,M
YH12K30B01S03,雪花片,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K30B01S03,雪花片,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH12K30B01S03,雪花片,material,API数据中该字段为空,请补充商品材质信息,L
YH12K30B01S03,雪花片,weight,API数据中该字段为空,请补充商品重量,L
YH12K30B01S03,雪花片,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K30B01S05,12色水彩笔,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH12K30B01S05,12色水彩笔,price,API数据中该字段为空,请补充成本价或售价,M
YH12K30B01S05,12色水彩笔,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K30B01S05,12色水彩笔,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH12K30B01S05,12色水彩笔,material,API数据中该字段为空,请补充商品材质信息,L
YH12K30B01S05,12色水彩笔,weight,API数据中该字段为空,请补充商品重量,L
YH12K30B01S05,12色水彩笔,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K31,小鸭子手机,material,API数据中该字段为空,请补充商品材质信息,L
YH12K31B01S11,小鸭子手机,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH12K31B01S11,小鸭子手机,price,API数据中该字段为空,请补充成本价或售价,M
YH12K31B01S11,小鸭子手机,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH12K31B01S11,小鸭子手机,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH12K31B01S11,小鸭子手机,material,API数据中该字段为空,请补充商品材质信息,L
YH12K31B01S11,小鸭子手机,weight,API数据中该字段为空,请补充商品重量,L
YH12K31B01S11,小鸭子手机,color,API数据中该字段为空,请补充商品颜色信息,L
YH12K32,赠品-绘画衣,price,API数据中该字段为空,请补充成本价或售价,M
YH12K32,赠品-绘画衣,material,API数据中该字段为空,请补充商品材质信息,L
YH12K32,赠品-绘画衣,weight,API数据中该字段为空,请补充商品重量,L
